2	-0.6478854	-0.64199155	-0.63818632	-0.63825875	-0.63834515	-0.63869741	-0.64304876	-0.64376789	-0.64504991	-0.64711823	-0.64915334	-0.65124584	-0.65729046	-0.66220082	-0.66123227	-0.66098661	-0.66156196	-0.66225552	-0.66191228	-0.66274039	-0.66093438	-0.66344985	-0.66219448	-0.6623359	-0.66171176	-0.66139185	-0.66140829	-0.66144719	-0.66037322	-0.65910828	-0.65974177	-0.65817648	-0.65839527	-0.65734763	-0.65851971	-0.6584864	-0.657366	-0.65435815	-0.65251819	-0.6513159	-0.64814481	-0.64733294	-0.64709792	-0.64486153	-0.64360412	-0.64349171	-0.64265061	-0.6420974	-0.64447929	-0.6488921	-0.65765851	-0.66120325	-0.64966432	-0.61016844	-0.53743483	-0.46503123	-0.35853483	-0.28313648	-0.17744604	0.15824648	0.35028455	0.48241039	0.60380734	0.79710411	0.98755132	1.2037853	1.4065415	1.5962459	1.7128307	1.7788152	1.7938492	1.7971408	1.8101928	1.8206277	1.8172235	1.8316333	1.8316333	1.828965	1.8453761	1.8452577	1.8458113	1.8424932	1.8353569	1.8363734	1.8406975	1.8325128	1.8317604	1.8292355	1.82239	1.8137368	1.8065749	1.7817465	1.7681708	1.714996	1.6361695	1.5421009	1.4168285	1.295362	1.1717134	1.0294766	0.83269526	0.74873661	0.48444394	0.46799664	0.13619262	-0.02096398	-0.24144559	-0.42927857	-0.54787937	-0.65770118	-0.74082076	-0.77535158	-0.78246083	-0.7692917	-0.74327798	-0.71938126	-0.69687714	-0.6863145	-0.67373867	-0.6683903	-0.66464289	-0.66411665	-0.66429579	-0.66119756	-0.65934631	-0.65258234	-0.64332472	-0.63886892	-0.63655838	-0.63317355	-0.63303697	-0.63300935	-0.63303406	-0.63521866	-0.63446965	-0.63579121	-0.63628253	-0.63539522	-0.63607448	-0.63755154	-0.63926427	-0.63971561	-0.63973452	-0.64018371	-0.6392345	-0.63939473	-0.64023111	-0.64042873	-0.63866571	-0.63865722
2	-0.64442658	-0.64540093	-0.64705511	-0.64749197	-0.64690971	-0.64388389	-0.63973113	-0.63809387	-0.63529717	-0.63538416	-0.63411445	-0.63371918	-0.63205431	-0.63227824	-0.62955996	-0.62870392	-0.62746722	-0.62409218	-0.62038177	-0.61557086	-0.61236419	-0.60894925	-0.60814263	-0.60875378	-0.60932197	-0.60964104	-0.6106846	-0.61113193	-0.61108019	-0.61170986	-0.6108825	-0.60945267	-0.60894078	-0.60688561	-0.60496062	-0.60257664	-0.60001033	-0.59800522	-0.5975363	-0.5977706	-0.59698632	-0.59714972	-0.59554072	-0.59359381	-0.59578465	-0.59910805	-0.5912054	-0.56583637	-0.50726478	-0.47291228	-0.39633301	-0.33414741	-0.20000148	-0.08449374	0.10083747	0.3148938	0.52511887	0.69455355	0.80780727	0.92774028	1.0858623	1.2464984	1.4187121	1.5884393	1.7182312	1.8248829	1.8471632	1.8518006	1.872417	1.8872352	1.8985508	1.909383	1.9124699	1.9096719	1.9174692	1.91903	1.91903	1.9251767	1.9172165	1.9200466	1.9211848	1.9228891	1.9149382	1.9196946	1.9002214	1.8758726	1.8250645	1.7656031	1.663209	1.5312346	1.3837503	1.2475013	1.1144119	0.97498614	0.86271132	0.72753537	0.62536652	0.46326155	0.22507585	-0.012777971	-0.23727427	-0.37892463	-0.49682449	-0.61293216	-0.71132509	-0.7695228	-0.80118791	-0.8130485	-0.81420329	-0.80858513	-0.79895231	-0.78045751	-0.76325687	-0.75207822	-0.73252229	-0.72217905	-0.710579	-0.70049705	-0.69251058	-0.68554069	-0.67506675	-0.66983666	-0.66321314	-0.65960718	-0.65295234	-0.64982112	-0.64719534	-0.64550168	-0.6453459	-0.64490756	-0.64518239	-0.6459907	-0.64498534	-0.64382431	-0.64295769	-0.64283282	-0.64348112	-0.64357149	-0.64186799	-0.64156638	-0.64114043	-0.64142574	-0.63926739	-0.63779692	-0.63767998	-0.63525992	-0.6354902	-0.6349345	-0.6344968	-0.63159565
1	-0.77835282	-0.77827907	-0.77715084	-0.77768415	-0.77590005	-0.77242112	-0.76546368	-0.76227521	-0.76375171	-0.7653562	-0.76561727	-0.76597758	-0.76856885	-0.77674009	-0.78191495	-0.78205063	-0.77799435	-0.77678608	-0.77608194	-0.77861324	-0.78267158	-0.78045439	-0.77700149	-0.76996878	-0.76981823	-0.7687117	-0.76990229	-0.77251418	-0.77290822	-0.77446878	-0.77413797	-0.76995012	-0.76900216	-0.76946942	-0.77118182	-0.77031196	-0.76104601	-0.71916875	-0.66383998	-0.63926769	-0.63442007	-0.62869976	-0.63340638	-0.62427167	-0.59826378	-0.57381015	-0.56251975	-0.5501765	-0.5281981	-0.4766243	-0.39206771	-0.30889759	-0.011156692	0.28711513	0.43799566	0.61875099	0.88714801	1.1356449	1.3414548	1.5200484	1.6115033	1.6557754	1.6750362	1.6882409	1.6986055	1.7034703	1.7037385	1.7005483	1.7000271	1.6983303	1.6969788	1.6951031	1.6967493	1.6966075	1.6941992	1.6886869	1.6886869	1.6865958	1.678218	1.6716127	1.6679297	1.6621545	1.6624095	1.655511	1.6483839	1.6372525	1.6371645	1.6344323	1.6221158	1.5973876	1.5675681	1.5063427	1.4058495	1.2811714	1.1392162	0.97935621	0.80906414	0.64691923	0.4716904	0.3026937	0.18773681	0.039058399	-0.078697581	-0.20821437	-0.31264454	-0.38899594	-0.451825	-0.49965696	-0.53307436	-0.557154	-0.56284145	-0.57743736	-0.59806714	-0.62009554	-0.63717177	-0.64028974	-0.63695831	-0.6304882	-0.60813961	-0.5875428	-0.57186065	-0.55389145	-0.53961389	-0.53883187	-0.55839037	-0.58863936	-0.62928784	-0.6625099	-0.69087978	-0.70717443	-0.72228477	-0.73265422	-0.73873723	-0.73923604	-0.73840934	-0.73718665	-0.73140657	-0.72740235	-0.72749086	-0.72378459	-0.72205505	-0.71871191	-0.71353402	-0.71002135	-0.70412555	-0.70326284	-0.70339321	-0.70419626	-0.70760524	-0.7071202
1	-0.75006044	-0.7481029	-0.746164	-0.7459259	-0.74376653	-0.74380547	-0.74521298	-0.74508159	-0.74572743	-0.74581502	-0.74598911	-0.74568185	-0.74569998	-0.74561675	-0.74634602	-0.74563756	-0.74554026	-0.74488431	-0.74483576	-0.74605927	-0.7442893	-0.74481059	-0.745005	-0.74428445	-0.74262576	-0.74215639	-0.74119754	-0.74075918	-0.73883068	-0.73785994	-0.72946106	-0.70013523	-0.65003881	-0.60091977	-0.57789281	-0.56986847	-0.5630176	-0.57064252	-0.57864982	-0.58557173	-0.58579864	-0.57486426	-0.55792917	-0.53890367	-0.51600086	-0.4748357	-0.40691638	-0.32780754	-0.25246295	-0.070797886	0.11265102	0.25307494	0.48088629	0.68198776	0.8728218	1.0666543	1.2539065	1.4437366	1.6197464	1.7001616	1.7336357	1.7523804	1.7661134	1.7717047	1.7735659	1.7781045	1.7807002	1.7815884	1.783278	1.7797761	1.7819722	1.7769277	1.7768497	1.7762282	1.7765416	1.7773963	1.7773963	1.7718713	1.764202	1.7622499	1.7636959	1.7594394	1.7526962	1.7422174	1.7182454	1.6777697	1.6165264	1.5142188	1.3992524	1.2610293	1.1175746	0.95725203	0.78539811	0.61598357	0.45022796	0.28726923	0.14467732	0.018479204	-0.10955546	-0.21449895	-0.31115256	-0.37319512	-0.42763604	-0.45897579	-0.47963183	-0.50516626	-0.5176427	-0.52649173	-0.53481758	-0.53970259	-0.54970507	-0.55320497	-0.55425428	-0.55387072	-0.5530606	-0.55643119	-0.55563048	-0.56195412	-0.57254041	-0.59158662	-0.62088014	-0.65931866	-0.70089681	-0.73523299	-0.76842622	-0.7861103	-0.79230513	-0.79151442	-0.79000902	-0.78887023	-0.7819503	-0.77419637	-0.76772549	-0.75441485	-0.7432494	-0.73418407	-0.72340902	-0.72179215	-0.72126352	-0.72090751	-0.7216666	-0.72466126	-0.7292295	-0.72893958	-0.72783368	-0.728244	-0.72645332	-0.72551657	-0.72519058	-0.7246788
2	-0.59953861	-0.59742191	-0.59926903	-0.59825858	-0.59758226	-0.59130266	-0.58902043	-0.58753296	-0.58546188	-0.5838475	-0.581602	-0.57848712	-0.57798491	-0.57653565	-0.57861646	-0.57740692	-0.57759532	-0.57662751	-0.5747099	-0.57755002	-0.57559198	-0.57541713	-0.57510374	-0.57554022	-0.5727526	-0.57282405	-0.57424992	-0.57436952	-0.57325227	-0.5739269	-0.57200908	-0.56776912	-0.56805087	-0.56896745	-0.56778193	-0.5688832	-0.56799795	-0.57038327	-0.56543556	-0.56456979	-0.56115814	-0.55726471	-0.55355639	-0.53826377	-0.50796758	-0.44207409	-0.3344124	-0.12485794	0.092937429	0.29660739	0.50303511	0.65706449	0.77617384	0.85601334	0.95507711	1.1015125	1.296067	1.5035368	1.7218827	1.9031175	2.0235278	2.0410741	2.0408739	2.052119	2.0533673	2.0363315	2.0357885	2.0420138	2.032201	2.0366534	2.0371305	2.0369817	2.0312207	2.0341011	2.0241404	2.0245437	2.0245437	2.0273989	2.0133461	1.950098	1.8399767	1.6937998	1.5296864	1.3633488	1.2152297	1.057821	0.86839674	0.64725163	0.37502981	0.098527901	-0.12557755	-0.38016135	-0.54202617	-0.66748878	-0.72480722	-0.73346451	-0.72463131	-0.69972333	-0.68063772	-0.66642742	-0.65767931	-0.64923317	-0.64354913	-0.63531838	-0.62360368	-0.60941095	-0.58823044	-0.56664542	-0.54123608	-0.52390032	-0.51890096	-0.52143086	-0.52985308	-0.54129588	-0.55590297	-0.57119453	-0.58241062	-0.58825246	-0.59222707	-0.59379499	-0.59435731	-0.59319096	-0.59278146	-0.59270145	-0.59513524	-0.59178794	-0.59739651	-0.59972023	-0.60136467	-0.60141939	-0.60605497	-0.6059993	-0.61149938	-0.61665041	-0.62145386	-0.62593618	-0.63273133	-0.63335981	-0.6390903	-0.64068182	-0.64403632	-0.64388497	-0.64574204	-0.64645762	-0.64646386	-0.64558465	-0.64241199	-0.64333682	-0.63680257	-0.63171621
2	-0.54773643	-0.55366008	-0.55719386	-0.55959852	-0.56431183	-0.56821972	-0.57196791	-0.57582612	-0.57735442	-0.58081812	-0.58687811	-0.59101033	-0.5939774	-0.59970123	-0.60216119	-0.60572099	-0.60891764	-0.6124353	-0.61358757	-0.61938366	-0.62081452	-0.62190731	-0.62172483	-0.62002216	-0.62017508	-0.62027414	-0.61877692	-0.61554337	-0.61602341	-0.61217578	-0.61496685	-0.61442161	-0.61395787	-0.6148187	-0.61564758	-0.61729582	-0.61610807	-0.61668288	-0.61485054	-0.61759852	-0.61827658	-0.61658992	-0.61732461	-0.61761072	-0.60154958	-0.53399166	-0.41861994	-0.21163168	0.041483065	0.29123259	0.56377798	0.76226069	0.91765703	1.0535603	1.1619883	1.2722334	1.3870922	1.5101214	1.6259429	1.7194887	1.810189	1.8867212	1.8929161	1.8954786	1.898895	1.899812	1.90982	1.9148749	1.9171241	1.916528	1.9181876	1.9179596	1.9268469	1.9265619	1.9190207	1.9108155	1.9108155	1.9007245	1.8908511	1.8576807	1.7991779	1.7286744	1.6227046	1.4849083	1.3284626	1.1759979	1.027933	0.88848008	0.77760412	0.69503846	0.61459288	0.52187411	0.44070518	0.32245001	0.21563266	0.088056014	-0.062571811	-0.1982103	-0.35268728	-0.46195839	-0.56701653	-0.65346671	-0.72769203	-0.78754067	-0.81694721	-0.82648644	-0.81580046	-0.8024913	-0.79366331	-0.78399394	-0.76841397	-0.75374622	-0.73558646	-0.71730275	-0.7113566	-0.70475488	-0.69913498	-0.69454494	-0.69617677	-0.69751363	-0.69542073	-0.69483611	-0.69240789	-0.69154469	-0.69022442	-0.68777428	-0.68893514	-0.69030651	-0.69122396	-0.68948802	-0.69331829	-0.69250772	-0.69361385	-0.69989093	-0.6990896	-0.70145813	-0.70064573	-0.69944455	-0.70205219	-0.70532387	-0.70693921	-0.70475879	-0.70389987	-0.70416339	-0.70540977	-0.70574098	-0.70386069	-0.7065405	-0.71038108	-0.71085435
2	-1.2611834	-1.294884	-1.3101054	-1.3196039	-1.3202625	-1.317001	-1.3096256	-1.2967286	-1.2847647	-1.2801366	-1.2767295	-1.2757704	-1.2727115	-1.2737778	-1.2718796	-1.2745471	-1.2734831	-1.272861	-1.2723134	-1.2733247	-1.2706487	-1.2709082	-1.2602542	-1.2278578	-1.1367677	-0.99278538	-0.78476743	-0.52403979	-0.26690685	-0.002019438	0.23848081	0.43791091	0.58970504	0.68977882	0.75270667	0.79338219	0.82379574	0.83847497	0.85308813	0.85567598	0.87091282	0.86794721	0.8802803	0.88263574	0.88846249	0.88712752	0.88619886	0.88275579	0.88501011	0.88690063	0.88705539	0.88618913	0.89101217	0.8918649	0.8975861	0.89127118	0.8912038	0.89285337	0.89595751	0.89313909	0.89497154	0.88776007	0.89352161	0.89334079	0.88613971	0.89425701	0.88877287	0.8895936	0.8898086	0.88819277	0.89459324	0.89413697	0.89538336	0.89569818	0.8953441	0.89520622	0.89520622	0.89334663	0.89526829	0.89401314	0.8927224	0.88942446	0.88776754	0.88969082	0.88890795	0.88296289	0.88667006	0.88361934	0.87850236	0.8703192	0.87208903	0.86919858	0.87106022	0.86928347	0.868632	0.87105027	0.86047089	0.85920644	0.85879916	0.8566121	0.85851224	0.85331437	0.84466466	0.83773243	0.82998478	0.80837656	0.79391773	0.7813119	0.74337661	0.7161547	0.68768455	0.64821152	0.59838612	0.54561619	0.45653524	0.34801572	0.20808056	0.046721361	-0.14427716	-0.34820067	-0.54508131	-0.75123319	-0.92854559	-1.0769759	-1.2058806	-1.3022339	-1.3340717	-1.3550268	-1.3638432	-1.3622852	-1.3517119	-1.323056	-1.2908458	-1.2585861	-1.2383885	-1.2238978	-1.220998	-1.2265681	-1.2412429	-1.2496408	-1.2601141	-1.269225	-1.2744585	-1.2789823	-1.2800897	-1.2813495	-1.2812774	-1.2806163	-1.280212	-1.2799396
2	-2.0125806	-2.0120689	-2.0116252	-2.0135336	-2.0134382	-2.0132187	-2.0142454	-2.0122779	-2.014058	-2.0130026	-2.0136498	-2.0137284	-2.0137119	-2.0156893	-2.0155156	-2.0164136	-2.0178279	-2.0176113	-2.0186758	-2.0198056	-2.0197099	-2.0218444	-2.0135585	-1.9939571	-1.9431108	-1.8339233	-1.6744695	-1.469971	-1.2115023	-0.9429177	-0.6506071	-0.36605416	-0.10395884	0.10855285	0.2860114	0.41885597	0.50447333	0.55347095	0.57498339	0.5792837	0.57973858	0.57174901	0.55549803	0.55105342	0.55214371	0.55371683	0.55259832	0.54816969	0.55301394	0.56799891	0.55954793	0.5673032	0.57365162	0.56915256	0.57403874	0.57445422	0.57888685	0.5808258	0.57911676	0.58942375	0.57868357	0.58210592	0.58539648	0.58575232	0.58725556	0.59396354	0.59112334	0.59295833	0.59202739	0.58702725	0.59309784	0.58705374	0.59248627	0.59235234	0.58604959	0.58449404	0.58449404	0.59024033	0.58656158	0.58163626	0.57859558	0.57498153	0.57121931	0.57930579	0.57421167	0.57409878	0.57850119	0.57723558	0.57713015	0.58133673	0.56703855	0.57540167	0.5615794	0.56500695	0.56257703	0.56160257	0.56462195	0.56197159	0.56955899	0.56050363	0.56187893	0.56268686	0.5652294	0.56029808	0.55707329	0.56035213	0.55692312	0.55391945	0.55517667	0.55768965	0.55855962	0.55886886	0.55863137	0.56289027	0.56199049	0.56508828	0.56661548	0.56753098	0.56862392	0.56708847	0.5730033	0.57224237	0.57956725	0.57845873	0.57999351	0.57952638	0.57708928	0.58183156	0.58175195	0.58304245	0.57750276	0.58296351	0.58193845	0.56994904	0.57524751	0.57698211	0.5636781	0.54305613	0.52759045	0.4782965	0.42697001	0.36008905	0.27434015	0.16340194	0.019592347	-0.15011346	-0.33385918	-0.55147725	-0.78246695	-1.0079924
2	-1.0655728	-1.0665005	-1.0672191	-1.0681968	-1.0676171	-1.0712525	-1.0674877	-1.067816	-1.0678752	-1.0698179	-1.0703609	-1.0695709	-1.0689828	-1.0667628	-1.0687768	-1.0669946	-1.0711789	-1.0324808	-0.98026672	-0.86683444	-0.68932084	-0.4624404	-0.2246442	0.031068499	0.28466367	0.50799	0.69933431	0.84286451	0.96499293	1.0161887	1.0705413	1.0899121	1.0866864	1.0971585	1.0908856	1.0829667	1.0799252	1.0782358	1.0854387	1.0876512	1.0885842	1.0888957	1.087498	1.0878954	1.0875162	1.0858351	1.0777986	1.0773426	1.0756003	1.0773346	1.0710082	1.0671283	1.0648372	1.070039	1.0675948	1.0707166	1.0670253	1.0676316	1.067565	1.0605881	1.0600949	1.0631797	1.0599411	1.0632929	1.0604743	1.0625425	1.0585728	1.057055	1.0575834	1.0563248	1.0528752	1.0540098	1.0600006	1.0581382	1.0547233	1.0596339	1.0596339	1.0585578	1.059548	1.0597863	1.0554538	1.0545271	1.0553748	1.0329906	1.0163003	1.0169862	0.99634143	0.97337451	0.92709591	0.9103848	0.88311758	0.82953346	0.77233664	0.69237118	0.60115525	0.49814355	0.36930167	0.21616962	0.053929067	-0.12406695	-0.29394651	-0.44555883	-0.6016543	-0.74479908	-0.85371745	-0.95079668	-1.025098	-1.0767507	-1.107045	-1.1150216	-1.1150928	-1.1104016	-1.0952914	-1.0770713	-1.0687018	-1.0613745	-1.0540497	-1.0526052	-1.0526178	-1.0475158	-1.0476689	-1.0467752	-1.0454486	-1.0467271	-1.0453529	-1.0457445	-1.043518	-1.043689	-1.0445401	-1.0436696	-1.0458034	-1.0458095	-1.0461388	-1.0479577	-1.0483777	-1.0483875	-1.0516842	-1.0501935	-1.048496	-1.0481063	-1.0516028	-1.0465114	-1.0488709	-1.0462954	-1.0465799	-1.0380319	-1.037612	-1.0334263	-1.0314624	-1.030165
1	-1.1772063	-1.1758389	-1.1731852	-1.1708898	-1.1694875	-1.1663086	-1.1659191	-1.1676425	-1.1669014	-1.1684412	-1.1686703	-1.1698819	-1.1719807	-1.1744968	-1.1722292	-1.1510431	-1.1112375	-1.0381087	-0.96357665	-0.87918659	-0.81775569	-0.77833289	-0.76375132	-0.75815695	-0.76005649	-0.74471094	-0.72134955	-0.70108513	-0.68857162	-0.68129625	-0.67461563	-0.67310385	-0.67251794	-0.65469819	-0.6079941	-0.54050916	-0.41217332	-0.25320364	-0.098127834	0.07907487	0.22602024	0.37900157	0.50075963	0.62800218	0.73885482	0.85419789	0.94419166	1.025043	1.0879043	1.131093	1.1609323	1.1704932	1.1872293	1.1883934	1.1892903	1.1936667	1.2014769	1.2023878	1.2009054	1.1989686	1.2022368	1.1991253	1.1992308	1.2007262	1.1984437	1.200204	1.1973823	1.1972147	1.1973338	1.1947691	1.1925805	1.1913999	1.1898049	1.1862566	1.1922787	1.189384	1.189384	1.1913756	1.1917072	1.1896069	1.1880642	1.1909865	1.1917197	1.1913527	1.1959357	1.1928804	1.1937063	1.1849865	1.1886094	1.1871675	1.1825184	1.1810382	1.1788808	1.1727568	1.1658632	1.1553035	1.1236021	1.0979481	1.0541846	0.98837697	0.90652719	0.81814654	0.70866287	0.59792783	0.48554514	0.37193128	0.25358042	0.14504461	0.030856283	-0.078909696	-0.17754639	-0.28434164	-0.37342943	-0.47522325	-0.55537465	-0.63135036	-0.69796587	-0.75797849	-0.79107187	-0.81300775	-0.82609261	-0.83506867	-0.83829379	-0.83203055	-0.82939597	-0.82386748	-0.82323658	-0.82090479	-0.81959688	-0.82809198	-0.83645591	-0.84388404	-0.85981911	-0.88115673	-0.90653948	-0.93195406	-0.96393569	-1.0156848	-1.0818653	-1.1516395	-1.2255646	-1.2957007	-1.327421	-1.3270707	-1.3004391	-1.2711385	-1.2672832	-1.2650063	-1.2707223	-1.2621336
