2	0.68834554	0.6172271	0.6172271	0.56981481	0.68834554	0.64093325	0.71205169	0.78317013	0.49869637	0.47499023	0.54610867	0.33275335	0.33275335	0.26163491	0.23792876	0.26163491	0.21422262	0.21422262	0.26163491	0.23792876	0.095691885	0.11939803	0.11939803	-0.022838848	0.16681032	0.28534105	0.16681032	0.048279591	0.16681032	0.16681032	0.14310418	-0.80514168	-2.1800981	-3.0098133	-3.0098133	-2.8438703	-2.962401	-2.5831026	-2.0378613	-2.0852736	-1.8482121	-1.4689138	-1.2318524	-1.1370278	-0.6629048	-0.37843104	-0.33101875	-0.14136958	0.28534105	0.45128408	0.49869637	0.40387178	0.33275335	0.47499023	0.28534105	0.42757794	0.49869637	0.6172271	0.54610867	0.49869637	0.54610867	0.6172271	0.6646394	0.6646394	0.71205169	0.80687628	0.78317013	0.85428856	0.80687628	0.90170086	0.85428856	0.73575783	0.71205169	0.64093325	0.56981481	0.45128408	0.40387178	0.35645949	0.21422262	0.14310418	0.16681032	0.14310418
1	-0.11165366	-0.036505095	-0.074079374	-0.061554615	0.038643465	0.051168225	0.13884154	0.23903962	0.21399011	0.23903962	0.063692985	0.10126726	0.063692985	0.0010691853	-0.036505095	-0.074079374	-0.1617527	-0.12417841	-0.18680221	-0.18680221	-0.32457457	-0.24942602	-0.22437649	-0.27447553	-0.31204981	-0.28700029	-0.21185173	-0.32457457	-0.049029854	0.36428723	-0.049029854	-0.85061448	-1.8525952	-2.5164076	-2.7418532	-2.7919522	-2.3786352	-2.0655162	-1.9778429	-1.86512	-1.6647239	-1.5770506	-1.2764563	-1.0384859	-0.67526785	-0.37467361	-0.14922794	0.076217745	0.38933674	0.57720814	0.66488147	0.67740622	0.72750526	0.76507954	0.79012906	0.86527761	0.91537665	0.96547568	1.0406242	1.0656737	1.1408223	1.2159709	1.2535452	1.2911195	1.366268	1.3537433	1.366268	1.3286937	1.3036442	1.1783967	1.053149	0.96547568	0.80265382	0.68993098	0.55215862	0.45196054	0.36428723	0.25156438	0.13884154	0.063692985	0.0010691853	-0.011455575
2	-0.4917178	-0.45549061	-0.45549061	-0.43737701	-0.40114983	-0.32869545	-0.25624108	-0.22001389	-0.12944592	-0.11133233	-0.23812748	-0.25624108	-0.27435467	-0.31058186	-0.27435467	-0.34680904	-0.29246826	-0.31058186	-0.31058186	-0.32869545	-0.36492264	-0.34680904	-0.36492264	-0.34680904	-0.31058186	-0.31058186	-0.32869545	-0.36492264	-0.31058186	-0.14755951	-0.29246826	-1.0351256	-2.2125092	-2.6834626	-2.6472354	-2.6110083	-2.3393044	-1.8140101	-1.6509878	-1.4879654	-1.2524887	-1.017012	-0.79964888	-0.4736042	-0.22001389	-0.038877955	0.087917199	0.28716673	0.52264344	0.68566578	0.74000656	0.77623375	0.84868813	0.86680172	0.95736969	0.97548328	0.99359683	1.0841648	1.1385056	1.21096	1.2834144	1.3377552	1.3739824	1.4283231	1.4464367	1.4826639	1.4102095	1.3196415	1.2653008	1.1385056	0.99359683	0.9211425	0.83057453	0.74000656	0.631325	0.55887063	0.50452984	0.46830266	0.45018907	0.39584829	0.41396189	0.43207548
1	-0.34770347	-0.24788138	-0.28531466	-0.23540362	-0.18549257	-0.110626	-0.073192724	0.089018171	0.12645146	0.089018171	0.014151604	-0.035759441	-0.098148246	-0.110626	-0.2104481	-0.24788138	-0.31027018	-0.28531466	-0.32274795	-0.39761451	-0.44752556	-0.41009228	-0.41009228	-0.38513675	-0.39761451	-0.42257003	-0.4350478	-0.34770347	-0.098148246	-0.12310377	-0.85929167	-1.7202572	-2.1819343	-2.3441452	-2.4938784	-2.3316674	-1.9199013	-1.7701682	-1.7701682	-1.6703461	-1.6204351	-1.3833577	-1.1088469	-0.77194734	-0.44752556	-0.29779243	-0.048237201	0.25122907	0.52573981	0.68795071	0.72538399	0.76281727	0.82520608	0.87511712	0.92502816	0.96246145	1.0622835	1.0997168	1.1621057	1.2619277	1.2868832	1.3617498	1.3742276	1.4241386	1.4990052	1.4865274	1.4116608	1.3742276	1.2619277	1.1496279	1.1121946	0.96246145	0.81272831	0.68795071	0.58812861	0.47582877	0.42591772	0.35105115	0.31361787	0.32609563	0.28866235	0.30114011
1	0.015378638	0.040599608	0.0027681537	-0.0098423312	0.0027681537	-0.0098423312	0.11626251	0.078431061	0.21714639	0.25497784	0.24236736	0.26758833	0.29280929	0.20453591	0.14148348	0.091041546	0.040599608	-0.085505239	-0.0350633	-0.060284269	-0.060284269	-0.12333669	-0.26205202	-0.22422057	-0.22422057	-0.21161009	-0.1989996	-0.287273	-0.23683105	-0.17377863	-0.32510445	0.053210092	0.39369318	-0.047673785	-1.0060706	-2.0022989	-2.5445497	-2.7841489	-2.8219804	-2.4184448	-2.1157933	-1.9770779	-1.8383626	-1.7500892	-1.6365948	-1.2961117	-1.0312916	-0.71602947	-0.33771493	-0.1989996	0.078431061	0.28019882	0.48196657	0.57023996	0.59546093	0.6206819	0.65851335	0.68373432	0.72156577	0.77200771	0.82244965	0.87289159	0.93594401	0.98638598	1.0620488	1.1377118	1.1629328	1.2259852	1.2764271	1.3268691	1.301648	1.3142586	1.2764271	1.1881537	1.0746593	0.98638598	0.84767062	0.6963448	0.58285044	0.46935608	0.33064075	0.25497784
1	-0.34442631	-0.32978506	-0.32978506	-0.32978506	-0.37370879	-0.35906755	-0.35906755	-0.21265512	-0.15409015	-0.11016643	0.050887248	0.06552849	0.050887248	0.036246005	-0.051601452	-0.12480766	-0.15409015	-0.2419376	-0.25657885	-0.28586133	-0.30050258	-0.40299127	-0.41763252	-0.46155625	-0.446915	-0.43227377	-0.46155625	-0.46155625	-0.41763252	-0.446915	-0.43227377	-0.022318966	0.16801719	-0.59332744	-1.413237	-2.1452992	-2.4088415	-2.6577426	-2.4234828	-1.896398	-1.7207032	-1.6474969	-1.530367	-1.4278782	-1.1496946	-0.87151105	-0.57868619	-0.35906755	-0.2712201	0.021604762	0.27050589	0.46084204	0.6511782	0.66581944	0.72438442	0.76830815	0.78294938	0.87079684	0.92936182	0.98792676	1.1489804	1.1343392	1.2661104	1.3393166	1.3685991	1.4710878	1.5150115	1.5589352	1.5589352	1.5735765	1.5003702	1.3685991	1.2661104	1.1196979	1.0025681	0.88543809	0.78294938	0.68046069	0.56333075	0.49012453	0.37299458	0.3437121
2	0.22125239	0.24136625	0.3017078	0.34193552	0.42239093	0.48273249	0.50284635	0.36204936	0.32182166	0.28159395	0.22125239	0.22125239	0.18102469	0.12068312	0.12068312	0.12068312	0.10056927	0.040227707	0.020113854	0.020113854	-0.020113854	-0.040227708	-0.040227708	-0.060341561	-0.020113854	-0.080455416	-0.12068313	0.040227707	-0.080455416	-1.0056927	-2.2929794	-3.0371919	-3.0371919	-3.0371919	-2.7555979	-2.1521824	-1.9108161	-1.6895637	-1.4280836	-1.2269451	-0.94535112	-0.66375718	-0.36204937	-0.14079697	-0.060341561	0.10056927	0.38216322	0.60341561	0.68387102	0.70398488	0.74421259	0.76432644	0.80455415	0.80455415	0.84478185	0.90512342	0.92523727	0.98557882	1.0861481	1.1263758	1.1867174	1.2470589	1.2470589	1.2470589	1.1867174	1.106262	0.98557882	0.90512342	0.70398488	0.56318791	0.46261863	0.36204936	0.20113853	0.10056927	-5.0608273e-10	-0.040227708	-0.16091083	-0.20113854	-0.22125239	-0.24136624	-0.28159396	-0.3017078
2	-0.56844079	-0.53012419	-0.51096588	-0.47264929	-0.39601609	-0.30022459	-0.24274968	-0.24274968	-0.20443309	-0.28106628	-0.28106628	-0.31938288	-0.37685778	-0.33854119	-0.35769949	-0.31938288	-0.22359138	-0.28106628	-0.26190799	-0.35769949	-0.28106628	-0.30022459	-0.24274968	-0.30022459	-0.22359138	-0.24274968	-0.33854119	-0.20443309	-0.20443309	-0.089483281	-0.20443309	-0.56844079	-1.5071975	-2.3884793	-2.6566956	-2.5417457	-2.3501627	-2.0819465	-1.794572	-1.794572	-1.4688809	-1.2389813	-1.0857149	-0.76002379	-0.60675739	-0.26190799	-0.051166681	0.025466522	0.40863253	0.56189893	0.81095683	0.86843174	0.84927343	0.83011514	0.86843174	0.88759004	0.92590664	0.92590664	1.0025398	0.98338158	1.0216982	1.0983313	1.1366479	1.1366479	1.2132811	1.2515978	1.3090726	1.3473892	1.3090726	1.3473892	1.328231	1.2132811	1.2324394	1.1749645	0.96422324	0.92590664	0.79179854	0.73432364	0.65769043	0.52358233	0.52358233	0.46610743
1	0.059847197	0.084141603	0.16917203	0.24205524	0.27849685	0.42426329	0.35138006	0.32708566	0.33923287	0.21776083	0.13273041	0.20561363	0.16917203	0.13273041	0.059847197	0.047699994	-0.00088881781	-0.061624833	-0.12236085	-0.11021365	-0.13450805	-0.18309686	-0.18309686	-0.098066441	-0.23168567	-0.23168567	-0.23168567	0.0719944	0.18131923	-0.7540154	-1.9201469	-2.5396543	-2.7097151	-2.8676287	-2.7947455	-2.3210045	-2.0659133	-1.8958525	-1.7500861	-1.628614	-1.4221115	-1.0941371	-0.76616261	-0.40174651	-0.24383287	0.023405588	0.20561363	0.39996888	0.54573531	0.58217693	0.58217693	0.63076574	0.71579616	0.69150175	0.69150175	0.75223777	0.81297378	0.86156259	0.9222986	0.94659301	1.0194762	1.0559179	1.1045067	1.1652427	1.2259787	1.189537	1.2016843	1.189537	1.1530955	1.0437706	0.93444581	0.83726819	0.72794336	0.63076574	0.52144091	0.38782168	0.27849685	0.19346643	0.096288806	0.023405588	-0.025183223	-0.049477629
1	0.94788973	-0.021175379	-0.021175379	-0.021175379	-0.021175379	-0.033164692	-0.021175379	0.0028032464	0.074739123	0.13468569	0.17065362	0.30253607	0.19463225	0.15866431	0.146675	0.086728435	-0.0091860663	0.01479256	-0.033164692	-0.081121943	-0.10510057	-0.1290792	-0.16504713	-0.2249937	-0.28494026	-0.27295095	-0.28494026	-0.27295095	-0.28494026	-0.29692957	-0.30891888	-0.34488682	-0.15305782	0.038771185	-0.33289751	-1.3639784	-2.1672624	-2.4070486	-2.4550059	-2.4669951	-2.2511875	-1.9874227	-1.8915082	-1.8315616	-1.7236578	-1.6277432	-1.3399998	-1.1002135	-0.78849139	-0.50074788	-0.29692957	0.0028032464	0.31452538	0.57829025	0.63823682	0.67420476	0.72216201	0.77011926	0.81807651	0.85404445	0.87802307	0.92598033	0.99791617	1.0458735	1.1297986	1.1897452	1.2496917	1.3096383	1.3695849	1.3575956	1.4055528	1.3695849	1.3575956	1.2616811	1.141788	1.0218949	0.87802307	0.72216201	0.6142582	0.47038644	0.35049331	0.23060019
